order_id,order_date,customer_name,region,category,product_name,sales,quantity,profit
410,2023-07-18,Sarah,North,Technology,Laptop,6435,5,1125.93
411,2024-03-12,Sarah,West,Furniture,Table,1045,5,161.63
412,2023-01-23,Michael,West,Technology,Headphones,5160,5,1080.39
413,2024-09-07,Chandan,South,Technology,Headphones,3612,2,1069.04
414,2024-10-08,Priya,East,Office Supplies,Stapler,44,1,16.69
415,2024-10-15,Sarah,South,Furniture,Desk,5439,7,758.69
416,2024-07-25,Sneha,East,Furniture,Chair,9800,10,664.55
417,2024-02-22,Chandan,South,Technology,Headphones,9600,6,-960.0
418,2024-06-12,Amit,West,Furniture,Sofa,4920,6,557.53
419,2024-07-26,Chandan,West,Office Supplies,Stapler,88,4,42.5
420,2023-01-23,Rahul,West,Technology,Headphones,10780,7,1528.04
421,2023-09-22,Emily,East,Office Supplies,Pen Set,72,8,34.83
422,2023-09-05,Priya,South,Office Supplies,Folder,198,6,65.6
423,2023-08-16,David,West,Furniture,Sofa,955,5,146.13
424,2024-09-05,Amit,South,Office Supplies,Stapler,120,3,-12.0
425,2023-02-10,John,South,Furniture,Chair,4869,9,305.35
426,2024-01-26,Michael,South,Furniture,Chair,7890,10,877.85
427,2023-12-15,David,West,Office Supplies,Binder,180,4,66.87
428,2023-06-14,Amit,South,Technology,USB Hub,5730,5,1365.93
429,2024-03-23,Chandan,South,Technology,Smartphone,2240,5,253.6
430,2024-06-25,Priya,South,Office Supplies,Pen Set,138,3,42.63
431,2024-09-09,John,North,Office Supplies,Stapler,33,3,13.53
432,2024-11-27,Emily,North,Furniture,Desk,1510,2,84.6
433,2023-07-30,Sneha,North,Office Supplies,Binder,15,3,5.13
434,2023-08-26,Sneha,East,Technology,Laptop,1942,1,425.51
435,2023-02-21,John,West,Furniture,Chair,296,1,30.76
436,2023-12-02,David,South,Furniture,Table,277,1,39.02
437,2023-10-20,Emily,West,Furniture,Sofa,3924,4,436.77
438,2024-08-20,Amit,East,Office Supplies,Pen Set,60,5,26.88
439,2024-10-19,Emily,West,Furniture,Table,5117,7,305.52
440,2023-11-06,Emily,East,Furniture,Desk,1544,2,148.1
441,2023-06-06,Emily,South,Technology,Laptop,7380,9,926.28
442,2023-04-05,Priya,West,Furniture,Sofa,1416,4,114.55
443,2023-10-19,Amit,West,Technology,Laptop,2478,7,456.16
444,2024-11-30,David,West,Furniture,Desk,2520,9,-252.0
445,2024-04-03,John,East,Office Supplies,Folder,126,6,49.0
446,2023-03-16,David,West,Technology,Smartphone,13320,10,2119.84
447,2024-04-05,Amit,West,Furniture,Chair,762,6,114.46
448,2024-08-01,Michael,North,Office Supplies,Paper,132,4,-13.2
449,2024-06-14,David,North,Technology,Headphones,18650,10,4027.9
450,2023-08-11,David,North,Furniture,Sofa,2530,10,215.65
451,2024-09-06,Amit,South,Office Supplies,Binder,234,9,106.22
452,2023-04-30,John,North,Technology,Laptop,3258,3,944.8
453,2024-10-05,Michael,North,Furniture,Chair,1362,2,113.39
454,2023-09-24,Sneha,West,Furniture,Chair,2193,3,313.74
455,2024-05-15,Priya,North,Office Supplies,Stapler,290,10,141.17
456,2023-02-07,Michael,East,Office Supplies,Paper,115,5,46.5
457,2023-08-29,Amit,West,Technology,Headphones,12700,10,2267.68
458,2023-11-29,Priya,South,Furniture,Sofa,352,1,64.62
459,2024-07-20,Sneha,South,Technology,USB Hub,222,1,53.95
460,2024-10-05,Rahul,West,Office Supplies,Binder,40,8,16.4
461,2023-06-27,Michael,North,Furniture,Bookshelf,596,1,48.42
462,2024-04-25,Sarah,South,Furniture,Table,1183,7,67.31
463,2024-08-05,Amit,North,Office Supplies,Stapler,50,10,23.42
464,2024-05-04,David,West,Furniture,Table,2682,9,489.51
465,2023-04-09,Michael,South,Office Supplies,Pen Set,180,6,62.69
466,2024-09-26,Sarah,North,Furniture,Bookshelf,1284,3,87.17
467,2024-01-29,John,West,Furniture,Desk,3416,7,678.82
468,2023-06-11,John,East,Technology,Smartphone,7256,4,1513.62
469,2023-11-16,John,East,Office Supplies,Paper,135,3,42.93
470,2024-01-28,Sneha,East,Office Supplies,Folder,75,5,-7.5
471,2023-06-20,Priya,East,Furniture,Sofa,141,1,23.72
472,2023-03-02,Rahul,West,Technology,Headphones,13496,7,2536.36
473,2023-11-15,Michael,South,Furniture,Table,9280,10,1782.36
474,2023-12-30,Rahul,North,Office Supplies,Paper,94,2,45.45
475,2024-10-27,David,South,Office Supplies,Folder,74,2,35.68
476,2024-04-14,Emily,West,Office Supplies,Folder,144,6,52.14
477,2024-04-25,Chandan,East,Office Supplies,Stapler,30,2,9.51
478,2023-10-20,Sneha,West,Technology,USB Hub,688,2,79.21
479,2024-05-22,Sneha,North,Office Supplies,Folder,35,5,14.78
480,2023-04-09,Sneha,South,Furniture,Desk,3987,9,-398.7
481,2024-05-22,David,East,Office Supplies,Pen Set,189,7,-18.9
482,2024-05-07,David,South,Furniture,Desk,3258,6,218.84
483,2023-01-17,Emily,West,Furniture,Bookshelf,3710,7,548.87
484,2023-01-16,Sarah,South,Office Supplies,Folder,49,7,22.14
485,2023-12-05,John,North,Furniture,Chair,800,2,80.13
486,2023-09-04,Rahul,East,Furniture,Chair,1308,4,102.83
487,2023-11-15,Michael,North,Furniture,Bookshelf,795,3,135.99
488,2024-01-11,John,South,Technology,Headphones,4338,3,1212.34
489,2024-04-28,Rahul,East,Office Supplies,Stapler,294,7,104.38
490,2024-10-28,Sneha,West,Furniture,Bookshelf,1680,8,248.23
491,2023-11-29,Sarah,West,Office Supplies,Binder,450,9,180.66
492,2023-02-02,Amit,West,Office Supplies,Binder,126,3,56.01
493,2023-11-06,Emily,South,Office Supplies,Stapler,329,7,127.59
494,2023-11-11,Emily,East,Technology,USB Hub,7065,9,1887.32
495,2024-02-16,Michael,East,Office Supplies,Binder,80,8,33.59
496,2024-08-31,David,South,Technology,Monitor,10199,7,1599.05
497,2023-04-19,Rahul,South,Office Supplies,Binder,141,3,51.39
498,2024-07-05,Emily,East,Technology,Laptop,1122,1,145.27
499,2023-07-16,Priya,East,Office Supplies,Paper,125,5,49.15
500,2023-12-13,Priya,East,Technology,Smartphone,4790,10,897.16
501,2024-09-27,John,West,Office Supplies,Stapler,195,5,-19.5
502,2024-07-06,Priya,South,Furniture,Bookshelf,5840,8,528.39
503,2023-01-02,John,North,Office Supplies,Paper,92,2,28.91
504,2024-11-22,Priya,West,Technology,Headphones,1222,1,362.59
505,2024-11-12,Sarah,North,Furniture,Sofa,1680,6,254.53
506,2023-12-23,Michael,East,Technology,Laptop,3940,5,714.24
507,2023-03-15,Sarah,West,Technology,USB Hub,4731,3,-473.1
508,2024-07-14,Amit,West,Office Supplies,Pen Set,192,4,59.63
509,2023-09-13,Sneha,South,Furniture,Chair,1008,6,-100.8
510,2023-02-20,Sneha,North,Technology,Laptop,3280,10,723.88
511,2023-06-10,Priya,South,Technology,USB Hub,6327,9,834.15
512,2024-05-11,Amit,West,Technology,Laptop,7428,4,876.53
513,2023-09-09,Chandan,West,Office Supplies,Paper,119,7,52.49
514,2023-11-27,John,South,Office Supplies,Paper,140,5,67.05
515,2024-04-10,Michael,West,Technology,Laptop,13160,10,3619.83
516,2023-06-16,Rahul,South,Technology,Monitor,2427,3,273.75
517,2023-03-24,Sarah,North,Office Supplies,Stapler,150,6,52.9
518,2024-06-23,Priya,West,Technology,Headphones,17980,10,2340.62
519,2024-06-20,John,South,Technology,Smartphone,869,1,229.0
520,2024-01-02,Michael,North,Office Supplies,Stapler,90,2,38.04
521,2023-05-25,Amit,South,Furniture,Desk,2164,4,326.35
522,2023-08-22,Sneha,North,Furniture,Bookshelf,3928,8,358.9
523,2023-07-25,Rahul,West,Furniture,Table,2073,3,117.93
524,2024-02-19,Chandan,South,Furniture,Sofa,6979,7,827.67
525,2024-12-01,Rahul,North,Technology,Headphones,2706,2,731.15
526,2023-06-26,Priya,West,Technology,Headphones,4680,9,600.33
527,2023-11-23,Sneha,South,Office Supplies,Binder,56,8,-5.6
528,2023-07-06,Priya,North,Office Supplies,Pen Set,182,7,67.48
529,2023-04-07,Amit,South,Furniture,Desk,860,4,61.42
530,2023-07-12,David,North,Technology,USB Hub,9051,7,2691.46
531,2024-09-17,Rahul,East,Technology,Smartphone,5260,4,1348.68
532,2023-04-02,Emily,West,Technology,Headphones,13968,9,2050.64
533,2023-08-26,Sneha,North,Office Supplies,Folder,240,5,80.72
534,2023-02-11,Chandan,West,Technology,Laptop,17020,10,1777.46
535,2024-10-21,Priya,South,Technology,Headphones,265,1,53.18
536,2024-03-21,David,West,Technology,Headphones,9944,8,1341.2
537,2023-06-16,Priya,North,Furniture,Bookshelf,7272,9,535.89
538,2023-02-28,Amit,West,Furniture,Desk,2601,3,440.68
539,2024-11-27,Sneha,West,Office Supplies,Binder,19,1,7.32
540,2023-10-03,Chandan,North,Technology,Monitor,14960,10,2086.86
541,2024-02-17,David,East,Technology,Headphones,1072,2,148.72
542,2024-01-31,David,East,Office Supplies,Pen Set,234,6,93.49
543,2023-03-22,David,South,Office Supplies,Binder,245,7,86.96
544,2023-02-10,Emily,South,Technology,Smartphone,633,1,-63.3
545,2023-10-12,Chandan,South,Technology,Laptop,1306,1,277.72
546,2023-05-31,Sarah,West,Furniture,Sofa,1264,2,93.01
547,2024-01-13,Sarah,East,Technology,Monitor,5298,3,-529.8
548,2023-12-07,Emily,East,Technology,Laptop,2760,6,607.32
549,2024-05-11,Amit,North,Furniture,Desk,1088,4,215.09
550,2023-04-13,Priya,West,Technology,Laptop,10143,9,1370.19
551,2023-03-24,Amit,North,Technology,USB Hub,4542,6,761.05
552,2024-03-22,Rahul,North,Technology,Laptop,7595,5,2227.48
553,2024-04-13,Priya,North,Technology,Monitor,1796,4,195.64
554,2024-05-15,Emily,North,Office Supplies,Folder,430,10,181.0
555,2023-04-17,David,West,Technology,Headphones,3620,4,644.15
556,2023-02-04,Sneha,North,Office Supplies,Binder,39,1,18.84
557,2024-06-18,Sneha,West,Technology,Headphones,4485,5,776.04
558,2023-01-22,Chandan,West,Furniture,Bookshelf,5740,10,783.32
559,2023-07-12,John,East,Office Supplies,Binder,148,4,69.59
560,2024-07-27,Emily,North,Technology,Headphones,5535,5,592.37
561,2024-09-29,Emily,North,Office Supplies,Stapler,480,10,234.0
562,2023-05-28,Rahul,West,Technology,Headphones,9410,5,2594.61
563,2024-02-24,Sneha,North,Office Supplies,Paper,140,5,68.05
564,2024-10-16,Rahul,South,Technology,Headphones,8022,6,1496.65
565,2024-01-19,Sneha,West,Technology,Monitor,5754,3,1475.28
566,2024-09-27,David,North,Furniture,Sofa,1813,7,336.35
567,2023-07-31,David,West,Technology,Smartphone,7014,7,1887.6
568,2024-01-04,John,East,Furniture,Sofa,6412,7,475.22
569,2023-02-07,John,West,Technology,Headphones,6290,5,1479.1
570,2023-04-18,Rahul,East,Furniture,Desk,6881,7,1082.4
571,2023-07-14,Chandan,West,Technology,Monitor,2832,4,-283.2
572,2023-12-27,Sneha,North,Furniture,Desk,786,1,146.32
573,2023-08-19,Sneha,North,Furniture,Desk,903,7,-90.3
574,2023-08-24,Sneha,East,Technology,Monitor,6756,4,1429.4
575,2023-10-19,Amit,West,Technology,Monitor,7320,10,1525.61
576,2023-01-23,Amit,East,Furniture,Chair,321,3,46.33
577,2024-08-29,Chandan,West,Office Supplies,Binder,119,7,48.5
578,2024-09-17,Amit,East,Office Supplies,Binder,170,5,73.58
579,2024-09-02,Sneha,South,Furniture,Sofa,4540,5,333.99
580,2024-07-06,Amit,South,Technology,Laptop,8802,6,2439.04
581,2023-04-24,Emily,West,Furniture,Bookshelf,1510,10,-151.0
582,2023-02-09,David,North,Office Supplies,Paper,96,4,31.1
583,2024-10-03,Michael,North,Office Supplies,Paper,126,9,58.09
584,2024-09-08,Sneha,South,Technology,Laptop,11072,8,2983.06
585,2023-09-22,Rahul,North,Furniture,Desk,3690,10,666.16
586,2024-11-15,Rahul,East,Technology,Monitor,3176,4,657.57
587,2023-08-26,Rahul,South,Furniture,Sofa,915,1,57.59
588,2024-05-30,Sneha,East,Technology,Monitor,4092,4,689.75
589,2024-05-18,David,West,Technology,Laptop,4998,7,678.93
590,2024-06-30,Sneha,South,Furniture,Chair,1322,2,248.57
591,2024-06-15,Sneha,East,Technology,Monitor,8964,6,2058.37
592,2024-07-14,Sarah,West,Technology,Monitor,5360,5,817.8
593,2024-01-13,Sarah,East,Office Supplies,Folder,46,2,17.79
594,2023-09-12,Michael,East,Technology,Headphones,3780,10,1088.62
595,2023-12-04,Michael,South,Technology,USB Hub,11980,10,2976.04
596,2023-10-16,Emily,East,Furniture,Chair,570,1,111.86
597,2023-11-29,David,North,Furniture,Table,3995,5,590.36
598,2023-05-14,Amit,East,Furniture,Chair,3220,4,597.15
599,2023-02-01,Rahul,North,Technology,Laptop,6340,5,865.54
600,2023-08-19,John,South,Technology,USB Hub,2471,7,726.01
601,2023-12-14,Michael,North,Furniture,Desk,1532,2,95.19
602,2024-07-18,Sarah,East,Office Supplies,Pen Set,30,6,9.76
603,2024-04-01,Rahul,South,Technology,Headphones,13531,7,2550.66
604,2023-03-08,Emily,East,Office Supplies,Binder,273,7,101.63
605,2024-09-15,David,North,Office Supplies,Binder,24,4,10.62
606,2024-07-14,David,South,Furniture,Bookshelf,2199,3,141.52
607,2023-10-29,Michael,North,Technology,Smartphone,2394,9,679.65
608,2024-07-14,John,South,Office Supplies,Stapler,250,10,102.77
609,2024-01-02,Sarah,East,Furniture,Bookshelf,298,1,41.66
610,2024-04-29,Amit,West,Furniture,Chair,6608,8,922.17
611,2023-07-01,Rahul,West,Furniture,Table,2364,4,393.33
612,2024-10-30,Michael,East,Office Supplies,Paper,205,5,83.15
613,2024-01-30,Priya,North,Technology,Laptop,9760,8,2198.63
614,2024-10-29,Rahul,East,Office Supplies,Binder,220,5,-22.0
615,2023-08-30,Sneha,West,Office Supplies,Binder,168,6,71.34
616,2024-04-12,Michael,North,Furniture,Bookshelf,4296,6,432.33
617,2024-04-20,Sneha,South,Technology,Smartphone,11313,9,2781.25
618,2023-12-17,John,East,Furniture,Chair,2220,6,274.41
619,2023-10-01,John,North,Furniture,Sofa,1608,4,288.06
620,2024-09-26,Michael,North,Furniture,Table,7560,8,749.47
621,2023-04-07,Amit,West,Furniture,Bookshelf,952,7,54.55
622,2024-03-23,Sneha,South,Office Supplies,Paper,192,8,74.82
623,2024-09-11,Rahul,North,Furniture,Sofa,2816,8,-281.6
624,2023-06-16,John,North,Technology,Smartphone,6380,4,664.39
625,2023-10-25,Michael,North,Office Supplies,Stapler,48,8,16.04
626,2024-08-01,Amit,West,Office Supplies,Binder,296,8,136.68
627,2024-10-04,Emily,East,Office Supplies,Folder,120,3,36.26
628,2024-04-02,Rahul,South,Furniture,Chair,1356,4,154.62
629,2024-05-11,Sarah,South,Furniture,Bookshelf,3210,5,398.47
630,2023-09-30,Sarah,South,Office Supplies,Stapler,240,6,115.96
631,2024-02-28,Sarah,West,Office Supplies,Folder,81,3,25.08
632,2024-07-07,Priya,South,Technology,Smartphone,7616,8,1859.0
633,2024-03-07,Chandan,West,Office Supplies,Stapler,85,5,33.44
634,2024-01-17,Amit,South,Technology,USB Hub,1577,1,221.74
635,2024-07-15,Amit,East,Furniture,Sofa,7800,8,1179.98
636,2024-06-02,John,North,Office Supplies,Binder,198,9,85.37
637,2024-11-27,Michael,South,Furniture,Bookshelf,4740,10,673.16
638,2023-03-29,Chandan,West,Technology,Smartphone,3555,3,654.58
639,2024-09-24,Chandan,East,Furniture,Sofa,810,1,63.27
640,2024-06-16,Emily,East,Furniture,Table,1940,2,-194.0
641,2023-09-19,Sarah,East,Office Supplies,Pen Set,30,2,9.7
642,2024-06-07,Sarah,South,Technology,Smartphone,6990,5,868.2
643,2023-01-07,Amit,West,Office Supplies,Stapler,51,3,21.56
644,2024-06-27,Emily,South,Office Supplies,Folder,200,4,-20.0
645,2024-07-13,Priya,West,Office Supplies,Folder,70,5,25.47
646,2023-02-16,Amit,North,Technology,Monitor,5050,5,-505.0
647,2023-07-08,Emily,East,Office Supplies,Folder,43,1,19.66
648,2023-08-09,Sarah,South,Office Supplies,Pen Set,56,2,17.24
649,2023-07-07,Amit,North,Technology,Smartphone,546,2,117.59
650,2024-08-10,Emily,West,Furniture,Sofa,1906,2,101.23
651,2024-01-26,Emily,North,Furniture,Chair,4750,10,752.69
652,2024-02-01,Rahul,North,Furniture,Sofa,584,2,32.38
653,2023-12-17,Emily,South,Technology,Headphones,2373,7,470.45
654,2024-06-18,Sneha,East,Office Supplies,Folder,99,9,32.21
655,2023-01-09,Emily,South,Furniture,Desk,3276,7,391.46
656,2023-06-21,Sneha,East,Office Supplies,Binder,324,9,136.03
657,2024-02-09,Rahul,North,Office Supplies,Folder,48,3,-4.8
658,2024-01-06,Amit,North,Furniture,Table,1512,7,187.02
659,2024-08-25,Sneha,East,Office Supplies,Folder,168,4,69.43
660,2023-10-22,Emily,South,Technology,Headphones,6858,9,1794.59
661,2023-07-27,Amit,West,Technology,USB Hub,6951,7,1385.2
662,2023-05-19,Sarah,South,Furniture,Sofa,9520,10,572.54
663,2024-03-04,Priya,West,Office Supplies,Binder,85,5,39.96
664,2024-10-26,Sarah,West,Technology,USB Hub,10359,9,1540.31
665,2024-09-06,Emily,West,Furniture,Table,6440,8,877.66
666,2023-04-26,Sneha,West,Technology,Smartphone,16569,9,4177.31
667,2023-10-08,Priya,North,Office Supplies,Folder,34,2,-3.4
668,2023-11-10,Rahul,South,Office Supplies,Stapler,117,9,45.8
669,2024-10-06,Emily,South,Technology,Monitor,15960,10,4140.28
670,2024-08-14,Priya,South,Technology,USB Hub,3306,3,494.69
671,2024-05-05,John,West,Technology,Monitor,3768,6,913.26
672,2024-10-18,Sarah,North,Furniture,Desk,781,1,142.33
673,2023-07-13,Emily,East,Furniture,Chair,4290,10,658.98
674,2023-09-14,Sneha,North,Technology,Smartphone,7980,5,1336.39
675,2023-12-10,Emily,South,Furniture,Sofa,3348,6,661.22
676,2023-05-11,Rahul,East,Technology,Monitor,5193,3,1256.76
677,2023-12-20,Emily,South,Technology,Headphones,1100,5,291.97
678,2023-08-31,Rahul,North,Furniture,Table,2028,4,362.21
679,2023-04-16,John,North,Furniture,Table,4270,7,465.03
680,2023-04-25,Sneha,East,Furniture,Desk,3598,7,698.09
681,2023-03-18,Chandan,North,Furniture,Sofa,848,2,-84.8
682,2024-08-19,Sneha,West,Furniture,Chair,3580,5,693.81
683,2023-09-20,Michael,North,Technology,Headphones,3162,6,518.27
684,2024-04-07,Emily,East,Technology,Smartphone,2256,3,664.57
685,2023-01-26,Rahul,North,Technology,Laptop,2836,2,689.98
686,2024-02-09,Rahul,West,Technology,Smartphone,3584,7,667.1
687,2023-07-26,John,East,Furniture,Bookshelf,2748,6,335.64
688,2023-11-07,Amit,East,Technology,Laptop,3087,7,462.44
689,2024-01-23,John,East,Office Supplies,Folder,144,9,-14.4
690,2023-01-01,David,South,Furniture,Chair,5226,6,479.28
691,2023-05-10,Rahul,North,Office Supplies,Pen Set,360,8,177.78
692,2024-07-31,Michael,East,Furniture,Desk,2515,5,475.44
693,2023-09-19,Emily,North,Technology,Monitor,1098,3,138.51
694,2023-09-28,Michael,North,Furniture,Table,4180,5,547.63
695,2023-11-29,Rahul,North,Technology,Monitor,5316,4,603.82
696,2023-12-29,David,South,Technology,Laptop,1062,2,288.44
697,2024-10-30,Rahul,West,Technology,Headphones,6672,6,-667.2
698,2023-07-16,Michael,West,Office Supplies,Folder,94,2,28.88
699,2024-06-13,Chandan,North,Office Supplies,Folder,90,9,36.78
700,2023-12-04,John,East,Office Supplies,Paper,36,1,17.81
701,2024-05-05,Priya,East,Office Supplies,Stapler,210,5,93.38
702,2024-02-05,Sarah,East,Office Supplies,Folder,24,1,7.37
703,2023-09-10,David,North,Furniture,Desk,1272,2,184.97
704,2024-04-09,Sneha,West,Office Supplies,Stapler,90,9,37.92
705,2023-09-11,Priya,North,Furniture,Bookshelf,1070,5,-107.0
706,2023-05-18,Rahul,East,Technology,USB Hub,3006,6,446.89
707,2023-12-28,Michael,West,Office Supplies,Paper,52,4,21.88
708,2023-12-20,Sarah,East,Office Supplies,Pen Set,36,3,17.03
709,2024-06-01,Emily,West,Technology,USB Hub,2536,2,731.87
710,2024-09-23,Amit,East,Technology,Headphones,10400,10,1229.78
711,2024-05-24,Rahul,North,Technology,Laptop,5698,7,-569.8
712,2023-06-03,Amit,North,Furniture,Table,1228,2,238.99
713,2023-12-15,Michael,West,Furniture,Desk,1755,3,313.11
714,2024-10-04,David,East,Technology,Monitor,5976,4,-597.6
715,2024-04-06,Sarah,West,Technology,USB Hub,5382,9,-538.2
716,2023-11-12,Michael,North,Technology,Laptop,3420,5,501.21
717,2024-03-26,David,East,Technology,USB Hub,5817,7,1508.55
718,2024-06-29,Sneha,East,Technology,Headphones,2225,5,602.6
719,2024-09-14,David,West,Technology,Laptop,17410,10,2071.83
720,2024-03-29,Sneha,South,Furniture,Desk,1584,2,118.77
721,2024-11-17,Sneha,South,Technology,Laptop,6552,9,943.17
722,2023-05-24,David,North,Furniture,Bookshelf,500,2,39.73
723,2024-06-26,David,North,Furniture,Desk,846,1,81.2
724,2023-04-15,Chandan,West,Technology,USB Hub,10809,9,2070.25
725,2024-06-19,Rahul,North,Furniture,Chair,498,2,50.41
726,2024-03-18,Sarah,West,Furniture,Sofa,5978,7,583.78
727,2023-01-09,Michael,West,Office Supplies,Binder,120,4,53.28
728,2023-10-10,David,West,Technology,Smartphone,4392,9,941.72
729,2023-10-21,Amit,West,Technology,Monitor,4992,3,632.04
730,2023-09-18,Chandan,North,Office Supplies,Pen Set,44,4,19.58
731,2024-01-06,Amit,South,Furniture,Sofa,1238,2,138.67
732,2023-12-29,Emily,South,Furniture,Table,4869,9,646.9
733,2024-10-04,Sarah,North,Furniture,Bookshelf,4016,8,271.83
734,2024-02-26,John,South,Office Supplies,Paper,150,10,46.93
735,2024-09-10,Emily,East,Technology,Smartphone,1218,6,168.67
736,2024-03-15,Michael,South,Technology,USB Hub,1345,1,376.45
737,2024-05-08,Sarah,North,Office Supplies,Folder,55,5,20.22
738,2023-07-06,Priya,East,Technology,Monitor,8715,7,1995.08
739,2024-09-02,Amit,South,Office Supplies,Stapler,264,8,88.99
740,2024-04-04,Priya,North,Technology,Laptop,8204,7,1907.12
741,2024-12-01,Rahul,North,Technology,Monitor,11718,9,2841.96
742,2024-02-01,Rahul,West,Office Supplies,Folder,87,3,37.35
743,2024-10-20,Michael,North,Office Supplies,Pen Set,16,2,6.57
744,2024-01-16,Sarah,South,Furniture,Sofa,2040,5,254.42
745,2023-11-05,Sneha,West,Technology,Monitor,13080,10,3768.3
746,2024-11-07,Sneha,East,Technology,Smartphone,690,1,77.8
747,2024-06-24,Rahul,East,Technology,USB Hub,3000,8,683.62
748,2024-03-08,David,West,Furniture,Chair,594,3,-59.4
749,2023-08-25,Sarah,East,Technology,Monitor,1834,2,202.25
750,2024-07-18,Emily,West,Furniture,Desk,2568,6,147.59
751,2023-12-30,Sneha,South,Office Supplies,Paper,5,1,-0.5
752,2023-01-08,David,North,Office Supplies,Folder,21,1,-2.1
753,2023-11-28,Amit,South,Furniture,Chair,5232,8,824.54
754,2023-07-04,Chandan,North,Technology,USB Hub,8508,6,2365.32
755,2024-02-11,Sarah,East,Technology,USB Hub,8035,5,-803.5
756,2024-06-09,John,South,Technology,Smartphone,702,1,100.2
757,2023-07-04,Rahul,East,Technology,Headphones,11010,10,2712.22
758,2023-08-19,Sneha,North,Office Supplies,Paper,88,2,35.09
759,2024-11-16,David,West,Office Supplies,Paper,432,9,189.5
760,2023-06-30,David,North,Furniture,Bookshelf,7320,8,443.37
761,2023-08-06,Rahul,West,Office Supplies,Folder,220,5,85.66
762,2023-02-07,Chandan,South,Furniture,Desk,781,1,108.71
763,2024-05-30,Rahul,South,Technology,Headphones,7756,7,960.39
764,2023-02-21,Chandan,West,Technology,Smartphone,10572,6,2368.38
765,2023-08-16,Rahul,East,Office Supplies,Paper,78,6,36.57
766,2024-08-30,Rahul,South,Technology,Headphones,12360,8,2863.15
767,2024-03-21,Rahul,South,Technology,USB Hub,1410,1,242.59
768,2024-06-21,Rahul,North,Technology,Monitor,1164,4,336.91
769,2024-02-02,Rahul,North,Office Supplies,Stapler,276,6,123.36
770,2024-03-04,Sarah,North,Technology,Laptop,675,1,172.86
771,2023-07-16,John,East,Technology,USB Hub,3258,2,442.31
772,2024-02-04,Amit,North,Furniture,Desk,1832,8,296.86
773,2024-09-29,Chandan,East,Furniture,Bookshelf,2790,3,216.93
774,2023-09-25,John,East,Technology,Smartphone,6516,4,666.52
775,2024-05-17,Emily,South,Technology,USB Hub,1470,7,-147.0
776,2023-12-26,David,East,Technology,Laptop,8085,7,2080.73
777,2024-04-11,Priya,West,Furniture,Desk,1932,4,212.5
778,2024-06-12,Sarah,West,Office Supplies,Folder,60,2,22.77
779,2024-11-27,Priya,East,Furniture,Sofa,2465,5,183.14
780,2024-10-08,Sneha,West,Office Supplies,Pen Set,104,8,-10.4
781,2024-07-27,Sarah,South,Office Supplies,Folder,190,5,82.23
782,2024-01-15,Chandan,West,Office Supplies,Paper,56,4,-5.6
783,2024-03-12,Sarah,West,Furniture,Chair,7839,9,413.58
784,2023-01-07,Amit,East,Technology,Laptop,3306,3,990.68
785,2024-01-25,Sneha,North,Furniture,Chair,968,1,123.9
786,2024-08-19,Michael,South,Furniture,Table,2324,4,356.24
787,2024-11-15,Priya,North,Office Supplies,Stapler,102,3,33.12
788,2024-02-18,Amit,West,Technology,Monitor,10941,7,1524.12
789,2024-08-07,Chandan,West,Office Supplies,Pen Set,6,1,2.31
790,2023-12-23,Emily,North,Technology,Headphones,1499,1,287.14
791,2024-05-30,John,North,Office Supplies,Paper,72,2,30.38
792,2023-11-02,Amit,West,Office Supplies,Paper,224,7,68.84
793,2024-08-22,Sneha,East,Furniture,Table,4970,7,608.17
794,2023-10-22,David,West,Office Supplies,Folder,44,4,15.71
795,2024-08-09,Michael,South,Office Supplies,Folder,50,1,23.72
796,2024-06-08,Chandan,West,Furniture,Sofa,3024,6,-302.4
797,2024-10-26,Sneha,East,Furniture,Desk,2920,10,480.51
798,2023-11-15,John,West,Furniture,Desk,1260,5,210.72
799,2024-09-07,Sneha,East,Technology,Smartphone,8512,7,2129.24
800,2023-04-18,Chandan,North,Furniture,Sofa,4886,7,969.37
801,2023-01-14,Sneha,West,Technology,Headphones,14112,9,3771.57
802,2023-09-26,Sarah,North,Office Supplies,Pen Set,100,4,31.37
803,2024-11-02,Emily,North,Technology,Headphones,297,1,41.28
804,2024-03-22,Chandan,South,Furniture,Sofa,6517,7,567.84
805,2023-01-01,Emily,West,Furniture,Bookshelf,2667,7,526.66
806,2024-09-14,Sneha,North,Technology,USB Hub,18880,10,4714.19
807,2024-11-13,Priya,East,Furniture,Table,3225,5,-322.5
808,2023-08-16,Chandan,East,Technology,USB Hub,5109,3,-510.9
809,2023-06-07,Emily,West,Technology,Smartphone,9960,6,2851.53
810,2024-10-28,Rahul,South,Technology,Smartphone,2775,5,280.74
811,2023-06-30,Sarah,South,Technology,USB Hub,3843,3,592.5
812,2024-03-04,Rahul,East,Technology,Headphones,9780,10,2559.64
813,2023-04-01,Chandan,West,Technology,Headphones,1176,1,306.97
814,2024-01-30,Rahul,South,Office Supplies,Binder,270,9,-27.0
815,2024-09-26,Emily,West,Technology,Laptop,12920,8,1583.04
816,2024-07-16,Emily,East,Office Supplies,Stapler,140,4,65.68
817,2024-08-17,Sneha,South,Furniture,Table,599,1,48.85
818,2024-02-26,David,East,Office Supplies,Binder,136,4,50.36
819,2024-08-10,Amit,East,Office Supplies,Binder,24,3,9.83
